file,class,type,cbo,cboModified,fanin,fanout,wmc,dit,noc,rfc,lcom,lcom*,tcc,lcc,totalMethodsQty,staticMethodsQty,publicMethodsQty,privateMethodsQty,protectedMethodsQty,defaultMethodsQty,visibleMethodsQty,abstractMethodsQty,finalMethodsQty,synchronizedMethodsQty,totalFieldsQty,staticFieldsQty,publicFieldsQty,privateFieldsQty,protectedFieldsQty,defaultFieldsQty,finalFieldsQty,synchronizedFieldsQty,nosi,loc,returnQty,loopQty,comparisonsQty,tryCatchQty,parenthesizedExpsQty,stringLiteralsQty,numbersQty,assignmentsQty,mathOperationsQty,variablesQty,maxNestedBlocksQty,anonymousClassesQty,innerClassesQty,lambdasQty,uniqueWordsQty,modifiers,logStatementsQty
/home/igor/ExtremeProgrammingCookbook/src/main/java/hse/exam/extremeprogrammingcookbook/model/Cookbook.java,hse.exam.extremeprogrammingcookbook.model.Cookbook,class,1,3,2,1,16,1,0,10,19,0.6666667,0.4642857,0.5714286,10,0,5,2,0,3,8,0,0,0,3,3,0,3,0,0,1,0,1,61,5,3,1,2,1,4,0,9,3,10,2,0,0,1,42,1,0
/home/igor/ExtremeProgrammingCookbook/src/main/java/hse/exam/extremeprogrammingcookbook/model/Recipe.java,hse.exam.extremeprogrammingcookbook.model.Recipe,class,0,4,4,0,9,1,0,3,1,0.7083333,0.46666667,0.46666667,6,0,1,0,0,5,6,0,0,0,4,1,3,1,0,0,0,0,0,25,4,0,3,0,0,0,0,4,0,4,0,0,0,0,18,1,0
/home/igor/ExtremeProgrammingCookbook/src/main/java/hse/exam/extremeprogrammingcookbook/Application.java,hse.exam.extremeprogrammingcookbook.Application,class,5,6,1,5,2,2,0,6,1,0.0,0.0,0.0,2,1,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,2,2,2,0,2,0,0,0,0,18,1,0
/home/igor/ExtremeProgrammingCookbook/src/test/java/hse/exam/extremeprogrammingcookbook/model/CookbookTest.java,hse.exam.extremeprogrammingcookbook.model.CookbookTest,class,3,3,0,3,2,1,0,16,1,0.0,0.0,0.0,2,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,4,33,0,0,0,0,0,16,1,12,1,12,0,0,0,1,28,0,0
/home/igor/ExtremeProgrammingCookbook/src/main/java/hse/exam/extremeprogrammingcookbook/view/Controller.java,hse.exam.extremeprogrammingcookbook.view.Controller,class,12,13,1,12,10,1,0,19,0,0.7375,0.4642857,1.0,8,0,3,0,3,2,8,0,0,0,10,0,0,1,0,9,0,0,0,61,0,1,0,0,0,2,0,14,0,16,2,0,0,2,44,1,0
/home/igor/ExtremeProgrammingCookbook/src/test/java/hse/exam/extremeprogrammingcookbook/model/RecipeTest.java,hse.exam.extremeprogrammingcookbook.model.RecipeTest,class,2,2,0,2,1,1,0,5,0,0.0,NaN,NaN,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,6,1,1,0,1,0,0,0,0,6,0,0
